Pk,Tm,Player,FG%,3P%,FT%,MP,PTS,TRB,AST,WS,WS/48
12,SEA,Vladimir Radmanovic,0.415,0.378,0.758,21.9,8,3.8,1.4,26.5,0.079
13,HOU,Richard Jefferson,0.465,0.376,0.773,31.9,14.4,4.5,2.3,75.8,0.121
14,GSW,Troy Murphy,0.445,0.388,0.785,27.3,10.8,7.8,1.5,50.3,0.121
15,ORL,Steven Hunter,0.56,0,0.485,15,4.5,3.2,0.2,10.6,0.085
16,CHH,Kirk Haston,0.232,0,0.5,5,1.2,1,0.3,-0.5,-0.197
17,TOR,Michael Bradley,0.477,0.143,0.511,11.7,2.8,3.4,0.5,2,0.047
18,HOU,Jason Collins,0.411,0.206,0.647,20.4,3.6,3.7,0.9,20.1,0.064
19,POR,Zach Randolph,0.472,0.26,0.763,32,17.2,9.4,1.8,66.2,0.116
20,CLE,Brendan Haywood,0.528,0,0.587,23.3,6.9,6.1,0.6,43.8,0.113
21,BOS,Joseph Forte,0.234,0,0.8,5,1.2,0.7,0.7,-0.4,-0.166
22,ORL,Jeryl Sasser,0.303,0.295,0.687,12.9,2.5,2.3,0.8,0.7,0.032
23,HOU,Brandon Armstrong,0.352,0.333,0.6,6.5,2.2,0.6,0.2,-0.6,-0.039
24,UTA,Raul Lopez,0.429,0.346,0.853,18.9,6.5,1.7,3.8,2.1,0.047
25,SAC,Gerald Wallace,0.469,0.312,0.71,30.4,12.3,6,2.1,59.6,0.117
26,PHI,Samuel Dalembert,0.522,0.083,0.707,24.6,7.8,7.9,0.5,51.1,0.115
27,MEM,Jamaal Tinsley,0.393,0.299,0.716,26.4,8.5,2.9,6.1,17.2,0.057
28,SAS,Tony Parker,0.495,0.319,0.752,32.6,17.1,3,6,96.6,0.15
29,CHI,Trenton Hassell,0.445,0.318,0.765,25.3,5.8,2.8,1.8,13.8,0.041
30,GSW,Gilbert Arenas,0.421,0.351,0.803,35.1,20.7,3.9,5.3,51.3,0.127
31,ORL,Omar Cook,0.333,0,0.5,9.7,1.7,0.6,2.1,-0.1,-0.021
32,MEM,Will Solomon,0.378,0.298,0.692,13.8,5.1,1.1,2,0,0
33,ATL,Terence Morris,0.407,0.196,0.711,13.9,3.4,2.7,0.7,1,0.025
34,NJN,Brian Scalabrine,0.39,0.344,0.783,13,3.1,2,0.8,7.6,0.054
35,CLE,Jeff Trepagnier,0.337,0.462,0.7,8.7,2.8,1.4,0.7,-0.2,-0.038
36,PHI,Damone Brown,0.336,0.286,0.667,9,2.8,1.3,0.5,-0.7,-0.1
37,DET,Mehmet Okur,0.458,0.375,0.797,29.1,13.5,7,1.7,54.7,0.142
38,NYK,Michael Wright,,,,,,,,,
39,SEA,Earl Watson,0.411,0.324,0.703,22.2,6.4,2.3,4.4,19.2,0.047
40,IND,Jamison Brewer,0.372,0.25,0.393,8.7,1.6,0.9,1,0,-0.001
41,SEA,Bobby Simmons,0.437,0.396,0.823,24.7,9,3.8,1.5,20.1,0.084
42,NYK,Eric Chenowith,,,,,,,,,
43,DAL,Kyle Hill,,,,,,,,,
44,CHI,Sean Lampley,0.463,0,0.691,12.2,4.5,2.1,0.7,1.1,0.096
45,MIN,Loren Woods,0.419,0.143,0.642,11.3,2.6,3.2,0.3,3.1,0.062
46,DEN,Ousmane Cisse,,,,,,,,,
47,MEM,Antonis Fotsis,0.404,0.304,0.85,11.4,3.9,2.2,0.4,0.1,0.017
48,MIA,Ken Johnson,0.405,,0.333,9.8,2,2,0,0,-0.002
49,POR,Ruben Boumtje-Boumtje,0.368,,0.556,6.3,1,1.3,0.1,0.2,0.027
50,PHO,Alton Ford,0.507,,0.697,7.2,2.5,1.7,0.2,0.8,0.074
51,MIL,Andre Hutson,,,,,,,,,
52,UTA,Jarron Collins,0.455,0,0.699,15.8,3.9,2.9,0.8,15.7,0.088
53,DAL,Kenny Satterfield,0.335,0.218,0.746,14.2,4.3,1.3,2.3,-1.1,-0.051
54,SAC,Maurice Jeffers,,,,,,,,,
55,SAS,Robertas Javtokas,,,,,,,,,
56,PHI,Alvin Jones,0.4,,0.5,5.5,1.1,1.6,0.1,0.1,0.034
57,SAS,Bryan Bracey,,,,,,,,, 
1,HOU,Yao Ming,0.524,0.2,0.833,32.5,19,9.2,1.6,65.9,0.2
2,CHI,Jay Williams,0.399,0.322,0.64,26.1,9.5,2.6,4.7,0.8,0.02
3,GSW,Mike Dunleavy,0.443,0.373,0.803,28.6,11.9,4.5,2.4,52.8,0.105
4,MEM,Drew Gooden,0.466,0.245,0.759,26.7,11.7,7.5,1.2,42.3,0.106
5,DEN,Nikoloz Tskitishvili,0.304,0.235,0.73,11.3,2.9,1.8,0.7,-1.6,-0.039
6,CLE,Dajuan Wagner,0.366,0.321,0.77,21.4,9.4,1.4,1.9,0,0
7,NYK,Nene Hilario,0.546,0.094,0.673,29.3,12.6,6.8,2,59.6,0.142
8,LAC,Chris Wilcox,0.541,0,0.643,19.9,8.2,4.9,0.7,26.9,0.103
9,PHO,Amar'e Stoudemire,0.535,0.244,0.762,32.9,20.3,8.3,1.3,87.1,0.171
10,MIA,Caron Butler,0.435,0.347,0.846,33.7,15.1,5.3,2.4,48.6,0.087
11,WAS,Jared Jeffries,0.426,0.25,0.583,21.6,4.8,4.1,1.3,13.1,0.046
12,LAC,Melvin Ely,0.46,0,0.625,16,5.3,3.2,0.7,4,0.032
13,MIL,Marcus Haislip,0.437,0.35,0.659,9.6,3.5,1.5,0.2,0.5,0.026
14,IND,Fred Jones,0.411,0.353,0.809,24,7.5,2.2,2.3,16.5,0.077
15,HOU,Bostjan Nachbar,0.406,0.375,0.784,17.8,7.1,2.6,0.9,8.7,0.074
16,PHI,Jiri Welsch,0.403,0.343,0.752,18.6,6.1,2.4,1.5,5.7,0.059
17,WAS,Juan Dixon,0.413,0.341,0.833,19.5,8.4,1.9,1.8,6.1,0.034
18,ORL,Curtis Borchardt,0.421,0,0.742,13.5,3.1,3.3,0.8,1,0.041
19,UTA,Ryan Humphrey,0.344,0,0.539,9.1,2.3,2.2,0.2,-0.4,-0.027
20,TOR,Kareem Rush,0.4,0.358,0.703,17.2,6.4,1.7,1,1.7,0.013
21,POR,Qyntel Woods,0.452,0.357,0.603,12.3,4.1,2.3,0.6,1.4,0.032
22,PHO,Casey Jacobsen,0.393,0.352,0.769,18.5,5.2,1.8,1.1,6.2,0.056
23,DET,Tayshaun Prince,0.455,0.366,0.757,32.5,12,4.5,2.5,60.3,0.1
24,NJN,Nenad Krstic,0.494,0.143,0.73,25.2,10,5.4,0.8,21.5,0.098
25,DEN,Frank Williams,0.352,0.3,0.833,11.1,2.9,0.9,1.9,0.1,0.003
26,SAS,John Salmons,0.431,0.366,0.8,26.7,9.4,2.9,2.5,33.8,0.069
27,LAL,Chris Jefferies,0.383,0.365,0.667,12,3.9,1.2,0.4,-0.5,-0.03
28,SAC,Dan Dickau,0.401,0.341,0.831,15.4,5.8,1.4,2.5,5.9,0.061
29,GSW,Steve Logan,,,,,,,,,
30,CHI,Roger Mason,0.408,0.383,0.866,17.7,6.3,1.7,1.3,13,0.068
31,MEM,Robert Archibald,0.283,,0.429,7.5,1.2,1.6,0.4,0,-0.004
32,DEN,Vincent Yarbrough,0.393,0.269,0.79,23.4,6.9,2.7,2.2,1,0.035
33,MIL,Dan Gadzuric,0.5,0,0.498,14.8,4.7,4.4,0.4,15.8,0.097
34,CLE,Carlos Boozer,0.522,0.071,0.727,31.9,16.6,9.7,2.3,78.2,0.148
35,NYK,Milos Vujanic,,,,,,,,,
36,ATL,David Andersen,0.44,0.347,0.674,12.3,4.9,2.8,0.6,1.5,0.059
37,HOU,Tito Maddox,0.25,0,0.625,3.9,1.2,0.8,0.6,0,-0.011
38,WAS,Rod Grizzard,,,,,,,,,
39,WAS,Juan Carlos Navarro,0.402,0.361,0.849,25.8,10.9,2.6,2.2,1.4,0.031
40,LAC,Mario Kasun,0.467,0,0.636,7.8,2.7,2.6,0.2,0.8,0.069
41,MIL,Ronald Murray,0.414,0.304,0.725,22.7,9.9,2.1,2.3,8.5,0.037
42,POR,Jason Jennings,,,,,,,,,
43,CHI,Lonny Baxter,0.466,0.2,0.657,11.6,3.9,2.9,0.2,2.9,0.075
44,PHI,Sam Clancy,,,,,,,,,
45,MEM,Matt Barnes,0.448,0.333,0.731,22.4,7.9,4.5,1.7,34,0.103
46,UTA,Jamal Sampson,0.491,0,0.537,8.8,2,3.4,0.4,1.4,0.106
47,MIL,Chris Owens,0.667,,,6,4,1,0,0,-0.032
48,SEA,Peter Fehse,,,,,,,,,
49,BOS,Darius Songaila,0.499,0.158,0.844,18.6,6.9,3.4,1.2,15.9,0.083
50,POR,Federico Kammerichs,,,,,,,,,
51,MIN,Marcus Taylor,,,,,,,,,
52,MIA,Rasual Butler,0.401,0.36,0.746,22.2,7.8,2.4,0.8,17.1,0.053
53,NJN,Tamar Slay,0.361,0.265,0.538,7.8,2.6,1.1,0.5,-0.3,-0.029
54,DAL,Mladen Sekularac,,,,,,,,,
55,SAS,Luis Scola,0.5,0.146,0.747,27.6,13.1,7.1,1.8,37.4,0.116
56,SAS,Randy Holcomb,1,,,2.8,0.5,0.3,0,0,0.15
57,SAC,Corsley Edwards,0.323,,0.583,11,2.7,2.5,0.3,0.1,0.026
1,CLE,LeBron James,0.496,0.341,0.748,39.5,27.5,7.2,6.9,169.2,0.242
2,DET,Darko Milicic,0.46,0,0.574,18.5,6,4.2,0.9,7.1,0.04
3,DEN,Carmelo Anthony,0.455,0.345,0.811,36.5,25.2,6.5,3.1,83.3,0.137
4,TOR,Chris Bosh,0.497,0.312,0.8,35.9,19.2,8.7,2,97.2,0.162
5,MIA,Dwyane Wade,0.492,0.291,0.765,36.6,24.3,5,6,106.2,0.192
6,LAC,Chris Kaman,0.488,0,0.744,28,11.6,7.9,1.3,21.9,0.057
7,CHI,Kirk Hinrich,0.413,0.377,0.8,32.2,11.8,3.1,5.2,51.1,0.098
8,MIL,T.J. Ford,0.433,0.289,0.815,27.7,11.2,3.1,5.8,16.9,0.068
9,NYK,Mike Sweetney,0.485,0,0.689,15.5,6.5,4.5,0.6,7.8,0.103
10,WAS,Jarvis Hayes,0.415,0.356,0.798,23.2,8.3,3.1,1.1,10.2,0.049
11,GSW,Mickael Pietrus,0.425,0.355,0.665,21.5,8.3,3.1,0.8,19.7,0.079
12,SEA,Nick Collison,0.54,0.211,0.728,22.1,6.5,5.6,1.1,41.3,0.118
13,MEM,Marcus Banks,0.432,0.327,0.768,16,5.9,1.5,2.1,6.6,0.057
14,SEA,Luke Ridnour,0.431,0.349,0.862,26.7,9.6,2.3,4.6,35.6,0.081
15,ORL,Reece Gaines,0.324,0.269,0.606,8.5,1.7,0.7,0.7,-0.6,-0.049
16,BOS,Troy Bell,0.222,0,1,5.7,1.8,0.7,0.7,-0.2,-0.326
17,PHO,Zarko Cabarkapa,0.427,0.273,0.733,10.3,4.3,2.1,0.6,1.1,0.035
18,NOH,David West,0.491,0.256,0.825,32,15.9,7.2,2.2,70.1,0.14
19,UTA,Sasha Pavlovic,0.404,0.346,0.673,15.7,4.9,1.8,0.9,7,0.038
20,BOS,Dahntay Jones,0.441,0.334,0.751,16.3,5.6,1.8,0.9,9.7,0.049
21,ATL,Boris Diaw,0.497,0.341,0.711,28.9,9.1,4.7,3.7,43.3,0.086
22,NJN,Zoran Planinic,0.405,0.289,0.677,10.7,3.8,1.3,1.1,1.5,0.046
23,POR,Travis Outlaw,0.423,0.337,0.744,20.9,8.5,3.2,0.8,16.5,0.061
24,LAL,Brian Cook,0.439,0.382,0.783,13.4,5.5,2.6,0.6,10.2,0.086
25,DET,Carlos Delfino,0.401,0.365,0.758,22.8,8.1,3.6,1.7,22.5,0.093
26,MIN,Ndudi Ebi,0.486,0,0.462,4.5,2.1,1,0.2,0.1,0.051
27,MEM,Kendrick Perkins,0.536,0,0.602,22.8,5.7,6,1.1,28.2,0.086
28,SAS,Leandro Barbosa,0.46,0.389,0.82,23.6,11.8,2.2,2.3,32.2,0.1
29,DAL,Josh Howard,0.448,0.332,0.77,30.3,14.3,5.7,1.6,38,0.119
30,NYK,Maciej Lampe,0.407,0.25,0.676,9.9,3.4,2.2,0.3,-0.2,-0.014
31,CLE,Jason Kapono,0.442,0.434,0.835,17.8,6.7,1.7,0.8,10.3,0.055
32,LAL,Luke Walton,0.429,0.326,0.715,17.2,4.7,2.8,2.3,13.5,0.067
33,MIA,Jerome Beasley,0.333,,,2.5,1,0.5,0,0,-0.117
34,LAC,Sofoklis Schortsanitis,,,,,,,,,
35,MIL,Szymon Szewczyk,,,,,,,,,
36,CHI,Mario Austin,,,,,,,,,
37,ATL,Travis Hansen,0.354,0.3,0.815,12.4,3,1.7,0.5,0.2,0.019
38,WAS,Steve Blake,0.403,0.388,0.783,25,6.9,2.2,4,26.1,0.068
39,NYK,Slavko Vranes,0,,,3,0,0,0,0,-0.371
40,GSW,Derrick Zimmerman,0.667,,,16,2,2,3.5,0,0.004
41,SEA,Willie Green,0.428,0.346,0.764,20.3,8.4,1.8,1.4,13.1,0.045
42,ORL,Zaza Pachulia,0.461,0,0.74,20.7,6.8,5.5,1.1,32.3,0.1
43,MIL,Keith Bogans,0.394,0.353,0.716,21.6,6.3,2.7,1.3,20.4,0.068
44,HOU,Malick Badiane,,,,,,,,,
45,CHI,Matt Bonner,0.466,0.416,0.777,17.7,6.2,3.2,0.7,35.5,0.139
46,DEN,Sani Becirovic,,,,,,,,,
47,UTA,Mo Williams,0.438,0.383,0.869,29.7,13.3,2.8,4.9,36.7,0.083
48,NOH,James Lang,0.444,,0.6,5,1,1,0.2,0.1,0.047
49,IND,James Jones,0.401,0.403,0.848,17.2,5.7,2,0.6,21.6,0.108
50,PHI,Paccelis Morlende,,,,,,,,,
51,NJN,Kyle Korver,0.439,0.427,0.88,25.7,9.9,3,1.7,51.1,0.117
52,TOR,Remon Van de Hare,,,,,,,,,
53,CHI,Tommy Smith,,,,,,,,,
54,POR,Nedzad Sinanovic,,,,,,,,,
55,MIN,Rick Rickert,,,,,,,,,
56,BOS,Brandon Hunter,0.476,0,0.488,9.4,3.3,2.8,0.3,0.7,0.055
57,DAL,Xue Yuyang,,,,,,,,,
58,DET,Andreas Glyniadakis,0.471,,0.5,6.2,1.3,0.6,0.1,-0.2,-0.143
1,ORL,Dwight Howard,0.579,0.085,0.574,35.9,18.3,12.9,1.5,104.3,0.18
2,CHA,Emeka Okafor,0.512,0,0.584,31.7,12.3,9.9,0.9,44.3,0.114
3,CHI,Ben Gordon,0.432,0.402,0.857,28.3,15.5,2.6,2.6,33.1,0.081
4,LAC,Shaun Livingston,0.466,0.204,0.802,22.9,6.9,2.6,3.4,15.7,0.069
5,WAS,Devin Harris,0.439,0.319,0.797,27.3,12.4,2.4,4.8,43,0.116
6,ATL,Josh Childress,0.522,0.329,0.779,26.7,9.1,4.7,1.6,25.7,0.118
7,PHO,Luol Deng,0.458,0.33,0.771,35.7,16,6.3,2.5,61.3,0.12
8,TOR,Rafael Araujo,0.405,0.25,0.679,11.4,2.8,2.8,0.3,-0.4,-0.013
9,PHI,Andre Iguodala,0.461,0.33,0.72,36.9,14.5,5.7,4.8,72.8,0.124
10,CLE,Luke Jackson,0.357,0.36,0.732,9.9,3.5,1.2,0.8,0.2,0.01
11,GSW,Andris Biedrins,0.594,0,0.5,21.6,6.3,7,0.9,30.7,0.132
12,SEA,Robert Swift,0.506,,0.61,15.5,4.3,3.9,0.2,1.7,0.054
13,POR,Sebastian Telfair,0.39,0.318,0.777,21.6,7.4,1.6,3.5,4.7,0.019
14,UTA,Kris Humphries,0.469,0.095,0.685,18.1,6.7,5.5,0.7,23.4,0.098
15,BOS,Al Jefferson,0.501,0.105,0.711,31.1,17.1,9.1,1.5,60.3,0.131
16,UTA,Kirk Snyder,0.438,0.327,0.699,16.8,6.3,2.3,1.1,4.5,0.061
17,ATL,Josh Smith,0.458,0.277,0.642,34.3,15.4,7.9,3.2,48.6,0.089
18,NOH,J.R. Smith,0.424,0.37,0.737,26.2,13.3,3.3,2.2,35.2,0.092
19,MIA,Dorell Wright,0.426,0.364,0.806,23.2,8.7,3.9,1.6,24.4,0.1
20,DEN,Jameer Nelson,0.441,0.374,0.817,29.2,12.5,3.1,5.4,43.1,0.107
21,UTA,Pavel Podkolzin,0,,0.5,4.7,0.7,1.5,0,-0.1,-0.163
22,NJN,Viktor Khryapa,0.443,0.292,0.658,16.4,4.5,3.4,1,2,0.041
23,POR,Sergei Monia,0.333,0.265,0.714,13.2,3,2,0.7,-0.2,-0.025
24,BOS,Delonte West,0.448,0.372,0.826,27.4,9.7,2.9,3.6,24.5,0.099
25,BOS,Tony Allen,0.477,0.263,0.729,21.1,8,3.1,1.4,29.6,0.11
26,SAC,Kevin Martin,0.441,0.386,0.87,30.9,17.9,3.3,1.9,58.9,0.146
27,LAL,Sasha Vujacic,0.395,0.371,0.87,15.9,5.6,1.9,1.3,14.8,0.093
28,SAS,Beno Udrih,0.462,0.354,0.827,23,8.8,2.1,3.6,26.4,0.081
29,IND,David Harrison,0.53,,0.525,14.2,5,2.9,0.2,3.2,0.057
30,ORL,Anderson Varejao,0.513,0.025,0.628,25.9,7.8,7.8,1.2,43.6,0.15
31,CHI,Jackson Vroman,0.408,0,0.58,12.8,3.3,3,0.6,0,0.001
32,WAS,Peter John Ramos,0.5,,0.5,3.3,1.8,0.7,0,0,-0.108
33,LAC,Lionel Chalmers,0.336,0.245,0.625,12,3.1,0.9,1.4,-0.2,-0.025
34,ATL,Donta Smith,0.421,0.308,0.65,9.2,2.7,1.1,0.8,0.5,0.043
35,SEA,Andre Emmett,0.462,0,0.615,5.2,1.4,0.6,0.1,0.1,0.04
36,ORL,Antonio Burks,0.387,0.235,0.571,9.7,2.3,0.6,1.3,0.1,0.004
37,ATL,Royal Ivey,0.406,0.361,0.706,12.5,3.3,1.1,1,4.5,0.035
38,CHI,Chris Duhon,0.393,0.363,0.784,25.6,6.5,2.3,4.4,25,0.077
39,TOR,Albert Miralles,,,,,,,,,
40,BOS,Justin Reed,0.404,0,0.752,10.6,3.5,1.4,0.5,0.5,0.016
41,SEA,David Young,,,,,,,,,
42,ATL,Viktor Sanikidze,,,,,,,,,
43,NYK,Trevor Ariza,0.434,0.351,0.697,27,9.8,4.7,2,35.4,0.098
44,NOH,Tim Pickett,,,,,,,,,
45,CHA,Bernard Robinson,0.417,0.161,0.786,14.9,4.5,2.5,1,2,0.049
46,POR,Ha Seung-Jin,0.519,,0.5,6.9,1.5,1.5,0.1,-0.2,-0.029
47,MIA,Pape Sow,0.416,,0.678,11.6,2.9,2.8,0.2,0.8,0.044
48,SAC,Ricky Minard,,,,,,,,,
49,MEM,Sergei Lishouk,,,,,,,,,
50,DAL,Vassilis Spanoulis,0.319,0.172,0.81,8.8,2.7,0.7,0.9,-0.1,-0.01
51,NJN,Christian Drejer,,,,,,,,,
52,SAS,Romain Sato,,,,,,,,,
53,MIA,Matt Freije,0.293,0.224,0.714,14,3.2,2,0.6,-0.6,-0.047
54,DET,Rickey Paulding,,,,,,,,,
55,HOU,Luis Flores,0.483,0.5,1,4.8,2.2,0.2,0.7,0,-0.02
56,LAL,Marcus Douthit,,,,,,,,,
57,SAS,Sergei Karaulov,,,,,,,,,
58,MIN,Blake Stepp,,,,,,,,,
59,IND,Rashad Wright,,,,,,,,, 
1,MIL,Andrew Bogut,0.528,0.087,0.561,31.3,11.5,9.3,2.2,39.2,0.117
2,ATL,Marvin Williams,0.447,0.335,0.804,29.1,10.7,5.1,1.3,37.1,0.096
3,UTA,Deron Williams,0.453,0.358,0.818,35.5,17.5,3.2,8.7,68.6,0.141
4,NOH,Chris Paul,0.472,0.356,0.857,36.4,18.6,4.4,9.9,116.3,0.246
5,CHA,Raymond Felton,0.412,0.332,0.783,34.4,13.1,3.3,6.5,32.4,0.068
6,POR,Martell Webster,0.421,0.385,0.793,24.7,9,3.2,1,24.7,0.087
7,TOR,Charlie Villanueva,0.44,0.343,0.775,22.9,11.4,5.1,0.9,21,0.082
8,NYK,Channing Frye,0.443,0.386,0.815,24.6,9.9,5.2,1,29,0.096
9,GSW,Ike Diogu,0.509,0.5,0.786,12.4,6,3.1,0.3,6.5,0.112
